,MCF7_count,T47D_count,BT-474_count,BT-549_count,HBL-100_count,SUM-159159_count
ENSG00000230274,0,0,0,0,0,0
ENSG00000230275,0,0,0,0,0,0
ENSG00000230276,0,0,0,0,0,0
ENSG00000136813,2776,2083,1726,2089,1448,2129
ENSG00000243350,6,20,0,0,0,0
ENSG00000136811,1382,960,1612,1429,977,629
ENSG00000136810,3071,2585,1333,4212,1753,2198
ENSG00000215086,2,4,2,2,5,2
ENSG00000136816,438,989,587,844,713,309
ENSG00000267756,0,0,3,3,2,1
ENSG00000268970,10,9,19,8,0,0
ENSG00000108733,58,134,64,26,50,49
ENSG00000235984,0,0,0,0,0,0
ENSG00000235981,0,0,0,0,0,0
ENSG00000088387,436,477,492,340,329,448
ENSG00000088386,2,1,2,0,0,1
ENSG00000099203,365,266,246,456,652,210
ENSG00000177169,1730,1002,1711,470,729,712
ENSG00000235989,2,4,1,0,1,0
ENSG00000235988,1,2,0,0,0,1
ENSG00000099204,477,558,79,120,152,134
ENSG00000255757,0,0,0,0,0,0
ENSG00000248583,2,3,0,3,0,0
ENSG00000248585,0,0,0,0,0,0
ENSG00000248587,0,0,1,10,11,0
ENSG00000248586,0,0,0,0,3,0
ENSG00000248588,0,0,0,0,0,0
ENSG00000105270,22,24,52,247,244,15
ENSG00000105278,0,53,1,0,0,0
ENSG00000273828,3,1,3,1,0,1
ENSG00000273829,0,0,0,0,0,0
ENSG00000273824,0,0,0,0,3,0
ENSG00000273825,0,1,2,1,2,5
ENSG00000273820,89,99,81,67,27,51
ENSG00000273821,2,6,11,0,8,1
ENSG00000219163,0,0,0,0,0,1
ENSG00000221931,0,0,0,0,0,0
ENSG00000221930,262,174,146,148,187,260
ENSG00000221933,0,1,0,0,0,0
ENSG00000221932,0,0,0,0,0,1
ENSG00000221937,0,0,0,0,0,0
ENSG00000237728,0,0,0,0,0,0
ENSG00000221938,0,0,0,0,0,0
ENSG00000255060,0,0,0,0,0,0
ENSG00000237722,0,0,0,0,0,0
ENSG00000237721,0,0,0,0,0,1
ENSG00000229413,23,24,20,9,17,21
ENSG00000278927,0,0,0,0,0,0
ENSG00000133661,6,4,3,0,0,3
ENSG00000152034,3,0,0,0,1,0
ENSG00000133665,0,0,0,0,0,0
ENSG00000249986,0,2,0,2,0,1
ENSG00000249987,0,0,0,0,11,0
ENSG00000249984,0,0,0,0,0,0
ENSG00000264108,0,0,0,0,0,0
ENSG00000249982,0,0,1,0,0,0
ENSG00000249981,0,0,0,0,0,0
ENSG00000188234,117,166,139,78,237,87
ENSG00000249988,0,0,0,0,0,0
ENSG00000136108,1113,1180,1138,2264,1433,996
ENSG00000173391,2,938,11,9,308,0
ENSG00000136100,368,504,506,765,260,310
ENSG00000146425,460,519,400,505,513,571
ENSG00000136104,222,242,233,240,158,190
ENSG00000146426,65,26,24,56,114,43
ENSG00000259947,0,0,0,0,0,0
ENSG00000145685,325,167,243,934,1014,762
ENSG00000259945,0,0,0,0,0,0
ENSG00000145687,345,460,82,156,202,476
ENSG00000115850,1,1,33,1,5,0
ENSG00000145681,0,1,0,0,0,1
ENSG00000259941,11,0,0,0,0,0
ENSG00000259940,11,17,8,0,11,9
ENSG00000248722,0,0,0,0,0,0
ENSG00000259948,0,0,0,0,0,0
ENSG00000214022,1046,823,1556,422,493,1299
ENSG00000089472,1,12,2,2,0,38
ENSG00000214020,0,0,0,0,0,0
ENSG00000214027,5,9,7,3,4,3
ENSG00000214026,214,0,153,249,198,218
ENSG00000214025,0,0,0,0,0,0
ENSG00000214024,0,0,0,0,0,0
ENSG00000214029,148,184,281,112,91,86
ENSG00000261072,1,0,0,0,0,1
ENSG00000258012,0,1,2,2,0,0
ENSG00000258013,0,1,0,0,0,0
ENSG00000258010,1,0,0,0,0,0
ENSG00000249673,28,153,107,25,57,114
ENSG00000258016,2,2,2,5,0,3
ENSG00000258017,239,162,119,201,251,125
ENSG00000070061,1399,1603,843,985,857,777
ENSG00000249678,0,0,0,0,0,1
ENSG00000249679,0,3,5,2,0,1
ENSG00000258018,0,0,0,0,0,0
ENSG00000213877,0,0,0,0,0,0
ENSG00000261075,0,0,0,0,0,0
ENSG00000233110,1,8,11,0,0,10
ENSG00000233111,54,57,67,22,39,40
ENSG00000077235,2761,2503,1672,2060,2556,1667
ENSG00000148200,86,112,37,12,99,90
ENSG00000233114,0,0,0,0,0,0
ENSG00000077232,2303,1157,1219,1353,1550,1985
ENSG00000233117,0,0,0,8,6,0
ENSG00000233118,0,0,0,0,0,0
ENSG00000077238,193,162,184,302,494,1358
ENSG00000279712,10,1,22,0,0,7
ENSG00000261078,0,0,0,0,0,0
ENSG00000022277,1504,1409,3266,1042,1152,742
ENSG00000272446,1,0,0,0,0,0
ENSG00000133083,91,1,127,119,95,4
ENSG00000144488,1,0,0,10,7,5
ENSG00000275374,1,2,0,0,2,0
ENSG00000275371,0,1,2,2,8,4
ENSG00000144481,1,6,5,1,8,1
ENSG00000267811,2,2,2,1,0,0
ENSG00000144485,81,214,308,101,140,49
ENSG00000267815,0,0,0,0,0,0
ENSG00000275379,0,0,0,4,1,0
ENSG00000139908,44,26,48,20,43,15
ENSG00000271464,0,0,0,0,0,0
ENSG00000271465,0,0,0,0,0,0
ENSG00000271462,0,0,0,0,0,0
ENSG00000271461,0,0,0,13,0,0
ENSG00000261832,0,3,4,0,0,0
ENSG00000184999,4,0,0,1,0,0
ENSG00000271468,0,0,0,0,0,0
ENSG00000229839,1,1,1,1,1,1
ENSG00000218617,0,0,0,0,0,0
ENSG00000217646,0,0,0,0,12,0
ENSG00000217644,0,0,1,4,0,0
ENSG00000073008,283,647,401,1191,2238,1314
ENSG00000010932,1,1,14,1,1,1
ENSG00000217648,28,10,2,7,5,18
ENSG00000229833,19,27,32,35,47,34
ENSG00000229834,0,0,0,0,0,0
ENSG00000229835,2,2,1,0,1,1
ENSG00000229836,4,6,0,0,0,0
ENSG00000213730,2,0,1,1,0,2
ENSG00000213731,1,0,0,0,0,0
ENSG00000213736,0,0,0,0,0,0
ENSG00000213735,1,1,2,0,1,0
ENSG00000270540,0,0,2,0,3,0
ENSG00000213739,0,0,0,0,0,0
ENSG00000222774,0,0,0,0,0,0
ENSG00000148688,330,715,313,478,478,261
ENSG00000100354,614,557,640,528,634,866
ENSG00000150477,52,84,129,42,68,48
ENSG00000100351,0,0,0,0,3,10
ENSG00000100350,851,1171,525,701,1453,326
ENSG00000100353,2541,2469,1979,3603,2785,2204
ENSG00000279715,0,0,0,0,0,0
ENSG00000144158,377,264,263,186,147,189
ENSG00000100359,828,668,1013,358,776,482
ENSG00000173020,1442,1714,1882,470,2608,879
ENSG00000238269,0,0,0,0,0,32
ENSG00000238268,0,0,0,0,0,0
ENSG00000235619,0,1,0,0,0,0
ENSG00000235618,11,5,8,6,14,8
ENSG00000232648,8,4,4,11,4,2
ENSG00000235615,0,0,0,0,0,0
ENSG00000238262,0,0,0,0,0,0
ENSG00000232645,4,14,6,4,6,2
ENSG00000238260,3,3,4,3,2,4
ENSG00000232643,0,0,0,0,0,0
ENSG00000232642,0,1,0,0,0,0
ENSG00000203740,1,0,1,0,0,1
ENSG00000232640,6,4,5,4,6,5
ENSG00000225873,0,2,0,1,1,0
ENSG00000218476,0,0,0,0,0,0
ENSG00000116774,71,5179,2,30,2,19
ENSG00000112851,1277,1240,887,3234,1595,1375
ENSG00000116771,189,66,2,29,1,2
ENSG00000112852,405,417,18,369,3,99
ENSG00000223799,0,0,18,9,1,22
ENSG00000223797,17,15,15,25,6,7
ENSG00000223795,0,0,1,0,0,0
ENSG00000223794,0,0,0,0,0,0
ENSG00000223791,1,1,0,4,0,3
ENSG00000225879,0,0,0,0,0,0
ENSG00000099785,113,120,220,134,105,159
ENSG00000099783,3764,3505,3709,3831,3846,3106
ENSG00000026036,699,246,384,278,963,332
ENSG00000086712,1209,864,863,600,723,574
ENSG00000266075,1,2,2,4,0,1
ENSG00000266074,391,33,166,912,607,549
ENSG00000086717,8,0,8,0,3,28
ENSG00000266079,0,0,0,0,0,0
ENSG00000216518,0,0,0,0,0,0
ENSG00000223429,0,0,0,0,0,0
ENSG00000223428,0,0,0,0,0,0
ENSG00000262943,143,4,4,2,5,7
ENSG00000223421,0,0,0,0,0,0
ENSG00000223422,0,0,0,0,0,0
ENSG00000223427,2,3,3,12,4,9
ENSG00000151704,1,0,5,0,4,0
ENSG00000260892,0,0,0,0,0,0
ENSG00000260895,0,0,3,0,0,1
ENSG00000140488,1,0,23,1,1,0
ENSG00000151702,0,2,0,3,318,23
ENSG00000107362,267,105,271,324,145,178
ENSG00000260899,19,17,10,3,22,0
ENSG00000260898,2,1,6,6,9,5
ENSG00000140481,2,0,0,0,11,0
ENSG00000261760,0,0,0,0,0,2
ENSG00000261761,0,0,0,0,0,78
ENSG00000261762,65,168,22,45,104,45
ENSG00000261763,0,0,0,0,0,0
ENSG00000261764,1,0,0,1,0,0
ENSG00000261765,1,1,1,0,0,0
ENSG00000106012,914,1202,629,273,503,406
ENSG00000106013,0,0,0,2,1,1
ENSG00000269575,0,0,0,0,0,0
ENSG00000269576,0,0,0,0,0,0
ENSG00000106018,42,2,141,1,0,0
ENSG00000273123,1,0,0,0,0,0
ENSG00000266385,0,0,6,0,0,0
ENSG00000229368,0,5,0,2,1,4
ENSG00000231781,0,0,0,0,0,0
ENSG00000234568,0,0,0,0,0,0
ENSG00000234569,3,0,0,0,0,0
ENSG00000228048,0,0,0,0,0,0
ENSG00000228049,5,1,7,11,12,2
ENSG00000228046,0,0,0,0,0,0
ENSG00000234565,0,0,0,0,0,0
ENSG00000234566,0,0,0,0,0,0
ENSG00000234567,0,0,0,1,2,0
ENSG00000234560,2,0,0,0,2,1
ENSG00000228043,6,7,2,2,1,2
ENSG00000262495,0,0,0,0,0,0
ENSG00000228041,0,0,1,1,1,1
ENSG00000281128,0,0,0,0,0,0
ENSG00000103199,188,172,152,109,171,164
ENSG00000103196,72,305,261,50,1295,78
ENSG00000103197,1217,955,922,576,945,734
ENSG00000103194,3192,1978,1391,906,1487,1287
ENSG00000113721,4,1,1,6,225,439
ENSG00000113722,0,0,0,0,0,0
ENSG00000203325,0,1,0,1,0,2
ENSG00000086189,629,543,355,759,377,553
ENSG00000251246,0,0,5,0,0,10
ENSG00000163075,0,41,5,1,6,1
ENSG00000203327,2,8,0,1,10,5
ENSG00000163072,12,17,126,15,25,28
ENSG00000163071,69,0,2,0,0,22
ENSG00000013561,555,896,931,729,605,339
ENSG00000013563,699,293,269,202,536,335
ENSG00000203321,6,3,0,1,11,3
ENSG00000087448,461,700,642,419,378,459
ENSG00000107949,1000,577,252,701,913,600
ENSG00000267382,1,0,1,0,1,1
ENSG00000267383,28,22,17,10,0,0
ENSG00000239615,0,0,0,0,0,0
ENSG00000267385,19,48,0,0,0,0
ENSG00000239617,1,1,1,5,2,1
ENSG00000267387,1,0,3,9,1,7
ENSG00000267388,0,0,2,0,0,0
ENSG00000267389,0,0,0,0,0,0
ENSG00000281698,0,0,0,0,0,0
ENSG00000064489,45,30,27,53,61,61
ENSG00000183283,3688,1751,1534,1555,1544,1736
ENSG00000183281,15,10,38,8,5,7
ENSG00000183287,1,0,3,151,1780,172
ENSG00000168575,340,453,332,431,154,290
ENSG00000092929,337,936,351,9,32,31
ENSG00000230142,0,0,0,0,0,0
ENSG00000262235,0,0,0,0,0,0
ENSG00000263164,0,0,3,2,0,2
ENSG00000242152,1,0,0,0,0,0
ENSG00000262231,0,0,0,0,0,0
ENSG00000267038,0,0,1,0,0,0
ENSG00000267039,0,0,0,0,0,0
ENSG00000150667,4,23,22,10,35,17
ENSG00000225488,0,0,0,0,0,0
ENSG00000267032,0,0,0,0,0,0
ENSG00000225484,138,215,172,127,145,124
ENSG00000267030,1,2,2,6,7,3
ENSG00000225486,18,10,4,4,14,2
ENSG00000267036,0,0,0,0,0,0
ENSG00000267037,0,1,1,0,0,2
ENSG00000267034,19,0,0,4,0,0
ENSG00000267035,0,0,0,0,0,0
ENSG00000118526,0,0,0,0,10,0
ENSG00000279056,0,0,0,0,0,0
ENSG00000118523,15,23,0,2744,955,439
ENSG00000229798,0,0,0,0,0,0
ENSG00000118520,1,1,1,1,2,0
ENSG00000229795,1,0,1,3,1,1
ENSG00000229794,0,0,0,0,0,0
ENSG00000229797,0,0,0,0,0,0
ENSG00000174611,1,3,2,1,1,1
ENSG00000229791,0,0,0,0,0,0
ENSG00000263727,3,3,1,0,0,0
ENSG00000263724,0,0,0,0,0,0
ENSG00000229792,0,1,0,0,0,0
ENSG00000149657,1481,1194,679,847,958,469
ENSG00000149656,0,1,2,0,0,0
ENSG00000149654,1,0,1,1,0,1
ENSG00000138829,3,2,14,11,2060,1
ENSG00000149651,0,0,0,0,0,0
ENSG00000102245,0,0,0,0,0,1
ENSG00000184394,1,0,0,0,0,0
ENSG00000102241,2069,748,775,1656,1071,851
ENSG00000138821,2036,334,179,446,482,4582
ENSG00000102243,8,31,14,0,0,0
ENSG00000138823,0,1,6,2,9,3
ENSG00000214925,0,0,0,0,0,0
ENSG00000105738,1037,1102,1383,512,716,770
ENSG00000105737,10,2,24,3,12,3
ENSG00000105732,340,345,435,314,431,243
ENSG00000214929,0,4,2,2,1,0
ENSG00000166246,20,42,20,6,39,11
ENSG00000172809,832,1541,516,1707,1483,801
ENSG00000012211,196,211,148,171,91,228
ENSG00000152422,79,131,46,141,106,140
ENSG00000165912,845,1489,666,249,527,309
ENSG00000181418,15,14,6,76,4,10
ENSG00000226680,0,0,0,0,0,0
ENSG00000226681,0,0,0,0,0,0
ENSG00000165916,2323,2309,1118,1495,2057,1017
ENSG00000165917,6,1,3,0,1,0
ENSG00000165914,258,117,277,352,332,304
ENSG00000165915,228,275,254,203,371,492
ENSG00000226688,70,179,135,65,59,41
ENSG00000127954,51,65,0,0,1,0
ENSG00000127955,15,161,39,707,451,665
ENSG00000127957,47,92,110,17,58,46
ENSG00000127951,0,0,1,0,1,1
ENSG00000127952,247,456,362,121,396,182
ENSG00000187151,2,7,0,0,1,0
ENSG00000256310,0,0,0,0,0,0
ENSG00000162032,303,297,332,182,288,200
ENSG00000166794,5040,3151,1025,4165,3465,4424
ENSG00000166797,597,527,418,316,310,352
ENSG00000166796,6,0,8,0,0,1
ENSG00000162039,1,42,3,61,0,5
ENSG00000114841,103,39,145,165,169,82
ENSG00000260569,0,0,0,0,0,0
ENSG00000260568,0,0,0,0,0,0
ENSG00000254209,0,0,0,0,0,0
ENSG00000254208,2,0,0,0,0,2
ENSG00000186825,5,0,11,1,1,4
ENSG00000186827,1,1,1,0,7,1
ENSG00000254203,0,0,0,0,0,0
ENSG00000254202,0,0,0,0,0,0
ENSG00000260563,23,33,39,17,116,73
ENSG00000254200,0,0,0,0,0,0
ENSG00000260565,355,250,226,64,179,121
ENSG00000254206,24,9,23,26,20,14
ENSG00000254205,0,0,0,0,0,0
ENSG00000254204,0,0,0,0,0,0
ENSG00000259008,0,0,0,0,0,0
ENSG00000259009,0,0,0,0,0,1
ENSG00000259002,3,1,0,0,4,0
ENSG00000259003,0,1,0,0,0,0
ENSG00000259000,1,0,0,1,4,0
ENSG00000259001,0,0,0,0,0,0
ENSG00000071073,522,263,567,14,17,1
ENSG00000259007,0,0,0,0,0,0
ENSG00000119698,2,825,14,20,260,289
ENSG00000119699,558,862,892,121,30,45
ENSG00000258759,15,15,16,17,8,11
ENSG00000258758,0,0,1,1,0,0
ENSG00000206053,2577,2587,2653,1045,1148,997
ENSG00000206052,0,0,24,125,0,5
ENSG00000258751,0,0,0,0,0,0
ENSG00000258750,0,0,0,0,0,0
ENSG00000258753,0,0,0,0,0,0
ENSG00000258752,1,0,0,0,0,0
ENSG00000258754,1,3,2,2,0,0
ENSG00000258757,0,0,0,0,0,0
ENSG00000282572,51,31,9,0,7,0
ENSG00000243406,33,78,50,59,37,61
ENSG00000243505,0,0,0,0,0,0
ENSG00000256188,1,2,0,1,0,0
ENSG00000251587,1,0,0,1,1,0
ENSG00000251586,0,0,0,0,0,0
ENSG00000251585,0,0,0,0,0,0
ENSG00000251584,0,0,0,0,1,0
ENSG00000251583,10,5,0,2,1,2
ENSG00000251580,9,14,9,2,11,8
ENSG00000243402,2,0,0,0,0,0
ENSG00000251588,0,1,0,0,0,0
ENSG00000266801,0,0,0,0,0,0
ENSG00000154143,1,1,0,0,0,0
ENSG00000101290,480,791,764,616,897,851
ENSG00000154144,313,503,267,300,321,452
ENSG00000266806,0,0,0,0,0,0
ENSG00000101294,2541,2153,1764,2692,2090,1721
ENSG00000266809,0,0,0,0,0,0
ENSG00000101298,18,23,263,46,304,170
ENSG00000159516,0,0,0,0,0,0
ENSG00000254503,1,4,0,0,7,2
ENSG00000228820,0,0,2,0,0,0
ENSG00000228823,0,0,0,0,0,0
ENSG00000228824,0,2,0,6,0,25
ENSG00000228825,0,0,0,0,0,0
ENSG00000228826,0,0,0,0,0,0
ENSG00000228827,0,0,0,0,0,0
ENSG00000228828,0,1,5,0,0,1
ENSG00000281903,2,15,4,12,25,6
ENSG00000281904,0,0,1,0,0,0
ENSG00000245573,2,11,16,4,7,10
ENSG00000245571,36,175,81,11,30,45
ENSG00000165264,297,345,77,569,243,326
ENSG00000010219,102,57,109,66,34,91
ENSG00000165269,1,7,2,0,9,1
ENSG00000101126,3037,2352,2806,1473,1221,1277
ENSG00000196301,0,0,0,0,0,0
ENSG00000126003,757,1009,708,514,703,271
ENSG00000261288,1,1,1,0,0,1
ENSG00000196302,0,0,0,0,0,0
ENSG00000196305,4788,4021,2925,5681,4698,2573
ENSG00000250189,0,0,0,0,0,0
ENSG00000250185,0,0,0,0,0,0
ENSG00000250186,0,1,4,0,0,0
ENSG00000250180,0,0,0,0,0,0
ENSG00000164796,6,3,1,21,2,50
ENSG00000250182,992,525,537,903,825,929
ENSG00000164794,1,1,18,0,1,0
ENSG00000254806,24,67,13,75,11,15
ENSG00000222240,0,0,0,0,0,0
ENSG00000255644,0,1,1,0,0,8
ENSG00000255647,0,0,0,4,0,2
ENSG00000255641,0,0,0,0,0,36
ENSG00000255642,11,12,23,30,6,12
ENSG00000006695,242,158,284,315,240,89
ENSG00000255648,0,0,1,0,0,0
ENSG00000255649,1,0,0,2,0,0
ENSG00000183706,1,0,0,0,0,1
ENSG00000183704,1,0,0,0,0,0
ENSG00000090432,352,389,312,664,564,403
ENSG00000125084,1,2,2,0,0,0
ENSG00000183709,0,0,1,0,3,0
ENSG00000250237,0,2,4,0,0,0
ENSG00000250234,0,0,1,0,5,2
ENSG00000250230,1,52,17,0,0,0
ENSG00000250231,1,1,0,0,0,1
ENSG00000250238,0,0,0,0,0,0
ENSG00000256172,0,0,0,0,0,0
ENSG00000256171,0,0,0,0,0,0
ENSG00000256176,0,3,0,0,0,1
ENSG00000262528,4,17,4,8,8,3
ENSG00000253528,0,0,2,3,0,0
ENSG00000253523,0,0,0,0,0,0
ENSG00000253522,0,1,0,10,270,421
ENSG00000253521,0,0,0,0,0,0
ENSG00000167900,887,2282,518,978,2660,780
ENSG00000253527,0,0,0,0,0,0
ENSG00000253526,0,0,0,0,2,0
ENSG00000253525,0,0,0,1,0,1
ENSG00000253524,0,0,0,0,0,0
ENSG00000164136,9,11,8,11,33,58
ENSG00000164134,1811,995,1399,1979,972,1214
ENSG00000198650,2,1,4,0,1,1
ENSG00000198657,0,0,0,0,0,1
ENSG00000198658,106,69,75,107,114,92
ENSG00000100650,1589,1799,2020,1267,3121,1376
ENSG00000171735,288,169,238,667,240,192
ENSG00000230079,1,1,0,1,1,1
ENSG00000230076,5,4,0,0,1,2
ENSG00000230077,0,0,1,1,1,4
ENSG00000230074,2,6,0,19,25,0
ENSG00000176700,110,138,108,93,125,88
ENSG00000230073,0,0,0,0,0,0
ENSG00000230071,2,2,1,5,5,0
ENSG00000125629,154,75,174,75,114,229
ENSG00000268520,2,1,5,1,7,5
ENSG00000254993,2,0,0,0,0,1
ENSG00000254992,0,0,0,0,0,0
ENSG00000254991,2,0,0,0,10,1
ENSG00000254990,1,1,0,0,0,0
ENSG00000254997,3,0,12,0,0,0
ENSG00000254996,861,2644,1216,680,1253,899
ENSG00000254995,69,18,108,11,17,5
ENSG00000254999,2040,1713,988,2620,2275,1160
ENSG00000254998,2,1,0,0,0,0
ENSG00000171084,74,93,32,58,36,25
ENSG00000197168,22,61,8,8,1,5
ENSG00000254104,0,0,0,0,0,0
ENSG00000197162,259,116,124,138,172,57
ENSG00000197161,0,0,0,0,0,1
ENSG00000197165,82,30,34,2,50,8
ENSG00000236035,0,2,2,2,1,1
ENSG00000243620,0,0,0,0,0,1
ENSG00000204548,1,0,0,0,0,0
ENSG00000243627,0,0,0,0,0,0
ENSG00000243629,0,0,1,0,4,0
ENSG00000204544,0,1,2,1,2,1
ENSG00000204547,0,0,0,0,0,0
ENSG00000178752,11,6,8,57,179,64
ENSG00000204540,36,1,37,0,84,41
ENSG00000178750,1,6,4,0,0,0
ENSG00000204542,0,0,0,1,0,0
ENSG00000007255,191,178,291,31,179,51
ENSG00000252690,9,8,19,3,19,17
ENSG00000252697,0,0,0,0,0,0
ENSG00000200047,0,0,0,0,0,0
ENSG00000129993,647,1309,345,1,57,0
ENSG00000129990,1,2,0,29,20,5
ENSG00000129991,1,118,0,10,0,4
ENSG00000277147,81,42,39,2,10,54
ENSG00000277144,0,0,0,1,1,0
ENSG00000277143,0,0,0,0,0,0
ENSG00000277142,52,71,40,7,37,54
ENSG00000277141,0,0,0,0,0,0
ENSG00000272312,0,0,2,1,0,0
ENSG00000277149,30,63,52,25,105,33
ENSG00000199218,0,0,1,0,0,0
ENSG00000215589,0,0,0,0,0,0
ENSG00000199212,0,0,0,0,0,0
ENSG00000259985,12,5,19,5,29,8
ENSG00000279471,0,0,0,0,0,1
ENSG00000132849,1260,1173,1167,15,206,75
ENSG00000279473,0,0,0,0,0,0
ENSG00000279472,0,0,0,0,0,0
ENSG00000279475,0,0,0,0,0,0
ENSG00000003402,293,332,553,304,178,732
ENSG00000279477,0,0,0,0,0,0
ENSG00000003400,5,0,9,0,131,156
ENSG00000132840,0,1,1,20,1,0
ENSG00000279478,0,0,0,0,0,0
ENSG00000132842,1107,1117,729,1584,1210,1078
ENSG00000132846,69,533,268,94,58,331
ENSG00000268480,0,0,0,0,0,0
ENSG00000266901,0,0,0,0,0,0
ENSG00000277491,0,2,0,0,0,0
ENSG00000277490,0,0,0,0,0,0
ENSG00000277493,1,1,1,0,0,0
ENSG00000277492,0,0,0,0,0,0
ENSG00000205639,2,8,2,8,10,6
ENSG00000249478,0,0,1,0,0,1
ENSG00000277496,13,6,16,7,13,9
ENSG00000277499,0,0,0,0,0,0
ENSG00000277498,3,0,0,0,0,1
ENSG00000249474,0,0,0,0,0,0
ENSG00000255530,0,0,0,0,0,0
ENSG00000179083,202,1,0,1,1,63
ENSG00000266904,19,16,13,15,7,7
ENSG00000241669,0,0,0,0,0,0
ENSG00000241668,1,0,1,0,0,0
ENSG00000066136,494,432,362,551,576,272
ENSG00000266907,2,0,0,1,0,0
ENSG00000066135,846,656,1054,1105,876,689
ENSG00000241661,0,0,0,0,0,2
ENSG00000241667,0,0,0,0,0,0
ENSG00000241666,0,0,0,0,0,0
ENSG00000241665,0,0,0,0,0,0
ENSG00000136695,0,0,0,0,0,0
ENSG00000136694,0,0,1,0,1,0
ENSG00000136697,0,0,0,0,0,0
ENSG00000136696,1,0,0,1,0,1
ENSG00000136699,1829,1918,2153,1243,1392,1460
ENSG00000136698,0,1,0,0,1,0
ENSG00000216721,0,0,0,0,0,0
ENSG00000142619,61,559,7,44,25,61
ENSG00000201395,0,0,0,0,0,0
ENSG00000155816,17,67,1,2,1248,317
ENSG00000271664,4,1,1,5,0,3
ENSG00000162951,2,0,4,0,0,0
ENSG00000271660,0,0,0,0,0,0
ENSG00000271661,0,0,0,0,0,0
ENSG00000271662,51,72,43,11,17,19
ENSG00000268951,0,0,0,0,0,0
ENSG00000162959,441,267,295,227,217,337
ENSG00000268955,0,1,1,0,0,0
ENSG00000139722,216,245,853,407,172,225
ENSG00000182308,1,4,41,3,4,5
ENSG00000201027,0,0,0,0,0,0
ENSG00000278782,0,0,0,0,0,0
ENSG00000278784,24,31,44,15,51,15
ENSG00000278962,0,2,3,0,0,0
ENSG00000128713,0,7,4,1,4,0
ENSG00000128710,1,2,3,0,3,1
ENSG00000241088,0,0,0,0,0,0
ENSG00000241084,0,0,0,0,0,0
ENSG00000241082,0,0,0,0,0,0
ENSG00000241081,504,441,341,876,386,516
ENSG00000005801,178,154,145,81,195,94
ENSG00000279789,51,81,65,32,43,25
ENSG00000279788,0,0,0,0,0,0
ENSG00000276366,0,0,0,0,0,0
ENSG00000276368,14,8,1,10,83,3
ENSG00000157350,122,113,82,260,1439,762
ENSG00000233754,0,0,0,0,0,0
ENSG00000233755,0,0,0,0,0,0
ENSG00000173627,0,0,0,2,0,2
ENSG00000173626,2,0,1,0,0,0
ENSG00000279785,0,0,0,0,0,0
ENSG00000233751,2,0,0,0,0,0
ENSG00000224532,0,0,0,0,0,0
ENSG00000224533,4,7,3,3,1,8
ENSG00000224530,0,1,0,0,0,0
ENSG00000224531,427,253,275,402,267,253
ENSG00000224536,16,7,22,1,6,8
ENSG00000224537,0,0,1,0,0,0
ENSG00000224535,0,3,1,0,0,0
ENSG00000232085,1,0,0,0,0,0
ENSG00000232084,0,0,1,0,0,0
ENSG00000232087,0,0,0,0,0,0
ENSG00000232086,0,0,0,0,0,0
ENSG00000232081,0,0,0,0,0,0
ENSG00000232080,0,0,0,0,0,0
ENSG00000232083,0,0,0,0,0,1
ENSG00000232082,0,1,1,0,0,0
ENSG00000137561,57,61,36,4,0,0
ENSG00000137563,974,910,418,1375,485,736
ENSG00000034239,0,0,0,7,4,0
ENSG00000130699,796,445,422,281,597,255
ENSG00000268379,3,1,2,8,1,0
ENSG00000268375,1,0,0,0,0,0
ENSG00000130695,619,500,472,1160,518,380
ENSG00000126746,740,273,530,627,677,562
ENSG00000126749,748,284,418,561,705,341
ENSG00000121774,2150,2223,1688,2097,1926,1750
ENSG00000121775,162,113,95,388,162,258
ENSG00000235361,0,0,0,0,0,0
ENSG00000235363,22,14,9,24,19,15
ENSG00000086159,5,9,2,1,0,6
ENSG00000072195,31,99,46,576,803,652
ENSG00000110619,869,1072,561,754,759,1334
ENSG00000235368,0,1,0,0,0,0
ENSG00000144010,1,0,0,0,0,0
ENSG00000206559,5,5,14,12,3,11
ENSG00000144015,0,1,0,1,1,0
ENSG00000206557,14,2,2,3,3,0
ENSG00000206552,0,0,0,0,0,0
ENSG00000278967,0,0,0,0,0,0
ENSG00000270209,0,0,0,3,0,0
ENSG00000270204,0,0,0,0,0,0
ENSG00000270207,0,0,0,0,0,1
ENSG00000270200,0,0,0,0,0,0
ENSG00000270202,0,0,0,0,0,0
ENSG00000269779,0,0,0,0,0,0
ENSG00000221040,0,0,0,0,0,0
ENSG00000185565,2,1,7,14,10,0
ENSG00000269776,0,0,0,0,0,0
ENSG00000277969,48,45,453,19,27,59
ENSG00000214727,0,0,0,1,0,0
ENSG00000130038,105,16,519,0,1,145
ENSG00000130037,0,0,3,0,0,0
ENSG00000130035,0,1,0,1,0,0
ENSG00000277965,0,0,0,0,0,0
ENSG00000130032,1,0,1,0,1,0
ENSG00000277966,1,2,0,1,6,0
ENSG00000075975,677,643,483,682,805,456
ENSG00000219553,1,3,1,1,1,4
ENSG00000145945,111,174,31,206,160,13
ENSG00000237252,0,0,0,0,0,0
ENSG00000226779,0,0,0,0,0,0
ENSG00000145949,8,5,13,3,13,9
ENSG00000251169,0,9,2,0,12,12
ENSG00000231066,9,4,3,8,11,5
ENSG00000234015,0,0,0,0,0,1
ENSG00000231064,15,32,11,47,24,16
ENSG00000175110,472,887,500,503,628,403
